TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-536-2025","2025-01-08 14:01:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1750000","153.25","153.25","2 B/R","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","","AL SEEF II"
"13-537-2025","2025-01-10 10:44:17","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4200000","144.89","144.89","3 B/R","B2-2088, B2-2089","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ADDRESS DUBAI OPERA"
"13-538-2025","2025-01-08 14:06:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","664000","99.41","99.41","1 B/R","114 in FXH8","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-539-2025","2025-01-20 13:10:00","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","INTERNATIONAL CITY PH 1","Land","Commercial","1000000","154","154","","","Rashidiya Metro Station","City Centre Mirdif","","0","0","","WARSAN VILLAGE - B & C"
"13-54-2025","2025-01-02 13:51:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL WAHA","Unit","Flat","1099389","166.48","166.48","2 B/R","","","","Dubai Cycling Course","0","0","",""
"13-540-2025","2025-01-08 14:40:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","1530000","158.2","158.2","3 B/R","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","INDIGO VILLE 3"
"13-541-2025","2025-01-08 14:17:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","740480","93.72","93.72","2 B/R","G-124","","","Motor City","0","0","","REMRAAM"
"13-542-2025","2025-01-08 14:21:44","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","3560000","529.32","529.32","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"13-543-2025","2025-01-08 14:26:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1568800","158.71","158.71","3 B/R","G-42, G-43","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","Azizi. Liatris"
"13-544-2025","2025-01-09 10:08:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","561250","63.99","63.99","Studio","G-06","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-545-2025","2025-01-08 14:00:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","2752681","176.55","176.55","4 B/R","","","","","0","0","","The Pulse Villas 2"
"13-546-2025","2025-01-08 14:28:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","3340000","161.22","161.22","3 B/R","B-348 , B-349","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","ACACIA AT PARK HEIGHTS"
"13-547-2025","2025-01-08 14:50:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","1144800","51","51","Studio","","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","PALM VIEWS - WEST"
"13-548-2025","2025-01-08 15:04:46","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","678400","72.86","72.86","1 B/R","B-42","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"13-549-2025","2025-01-09 01:41:16","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Warqa Second","Land","Residential","300000","1183.21","1183.21","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-55-2025","2025-01-10 12:24:33","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Rooms","1050000","44.71","44.71","Studio","EU","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","DAMAC TOWERS BY PARAMOUNT"
"13-552-2025","2025-01-09 08:23:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","540800","70.55","70.55","1 B/R","G-16","","","Expo 2020 Site","0","0","","The Pulse Boulevard Apartments-C1"
"13-553-2025","2025-01-09 08:33:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","483360","27.77","27.77","Studio","B2-11","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 21"
"13-554-2025","2025-01-09 08:47:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","1370000","139.17","139.17","2 B/R","B3-686","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","DUBAI WHARF"
"13-555-2025","2025-01-09 07:37:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","500160","37.85","37.85","Studio","L3-C036","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"13-556-2025","2025-01-09 11:21:17","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","527456","64.42","64.42","1 B/R","G-70","","City Centre Mirdif","IMG World Adventures","0","0","","TOPAZ RESIDENCES 1"
"13-557-2025","2025-01-09 08:01:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","811118","67.72","67.72","1 B/R","B2 - 62","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAKE CITY TOWER"
"13-558-2025","2025-01-08 16:27:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1516526","136.2","136.2","2 B/R","P5-34","","","","0","0","","Grand Bleu Tower interiors by Elie Saab"
"13-559-2025","2025-01-08 16:29:39","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","2391360","180","180","","","","","","0","0","","DAMAC HILLS-PARK RESIDENCES 4"
"13-56-2025","2025-01-02 11:54:39","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MAJAN","Unit","Flat","720800","81.9","81.9","1 B/R","B2-04","","","IMG World Adventures","0","0","",""
"13-560-2025","2025-01-09 11:32:53","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH VILLAGE CIRCLE","Land","Commercial","34000000","2199.11","2199.11","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PLATINUM RESIDENCE"
"13-561-2025","2025-01-09 09:55:40","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Yelayiss 5","Land","","1200000","762.61","762.61","","","","","","0","0","",""
"13-562-2025","2025-01-08 18:20:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2332000","161","161","3 B/R","","","","IMG World Adventures","0","0","","La Rosa 6 "
"13-566-2025","2025-01-08 21:36:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","338880","35.15","35.15","Studio","B1-70","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 26"
"13-57-2025","2025-01-02 12:27:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2800000","144.74","144.74","2 B/R","P3 - 3151","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"13-570-2025","2025-01-08 23:31:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","759384","43.82","43.82","1 B/R","B1-64","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 23"
"13-571-2025","2025-01-09 00:37:47","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","783520","80.39","80.39","1 B/R","G-85","","","IMG World Adventures","0","0","","MAS TOWER"
"13-572-2025","2025-01-09 10:05:37","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","750000","746.76","746.76","","","","","","0","0","",""
"13-573-2025","2025-01-09 08:11:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3307200","223.6","223.6","4 B/R","","","","Global Village","0","0","","Arabian Ranches III - SUN"
"13-574-2025","2025-01-09 18:48:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","1000000","169.24","169.24","3 B/R","","","","Motor City","0","0","","AR II Camelia 2"
"13-575-2025","2025-01-09 09:40:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","1765000","187.2","187.2","","","","","Dubai Cycling Course","0","0","","MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA"
"13-576-2025","2025-01-09 09:01:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2488000","168.49","168.49","3 B/R","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-577-2025","2025-01-09 09:12:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","11999000","388.97","388.97","3 B/R","B2-172 TO B2-174","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","ONE AT PALM JUMEIRAH"
"13-578-2025","2025-01-09 09:18:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Land","Land","9900000","609.44","609.44","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","SIDRA"
"13-579-2025","2025-01-09 11:04:15","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","EMIRATE LIVING","Land","Commercial","2300000","541.07","541.07","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-580-2025","2025-01-09 09:39:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","CHERRYWOODS","Building","Villa","3176000","252","252","4 B/R","","","","Dubai Cycling Course","0","0","","Cherrywoods"
"13-581-2025","2025-01-09 09:58:15","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","1272000","221.48","221.48","3 B/R","PG-0056, PG-0057","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-582-2025","2025-01-09 09:35:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","2135000","278.64","278.64","","","","","Dubai Cycling Course","0","0","","MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA"
"13-583-2025","2025-01-09 10:00:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","1100000","221.46","221.46","3 B/R","PG-0058, PG-0059","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-584-2025","2025-01-09 09:33:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 1","Land","Residential","7500000","1145.94","1145.94","","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-585-2025","2025-01-09 09:13:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","673468","96.84","96.84","2 B/R","B2-73","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Gate"
"13-586-2025","2025-01-09 09:31:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3480000","282.78","282.78","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"13-587-2025","2025-01-09 10:01:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1280000","63.22","63.22","1 B/R","P-033","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Harbour Gate "
"13-588-2025","2025-01-09 10:14:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","3646400","310.44","310.44","3 B/R","LG-107 , LG-108","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","ACACIA AT PARK HEIGHTS"
"13-59-2025","2025-01-02 12:48:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2968000","290.3","290.3","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 2"
"13-590-2025","2025-01-09 12:10:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1660817","83.1","83.1","1 B/R","B4-87","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Ahad Residences"
"13-591-2025","2025-01-09 11:54:24","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Khawaneej Second","Land","","2500000","1117.36","1117.36","","","","","","0","0","",""
"13-592-2025","2025-01-09 10:11:30","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","620000","115.29","115.29","","","","","","0","0","",""
"13-594-2025","2025-01-09 11:11:39","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2930900","191.1","191.1","3 B/R","287 , 288","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","0","0","",""
"13-596-2025","2025-01-09 10:34:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","750000","56.63","56.63","1 B/R","B3-78","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","0","0","","SILVERENE"
"13-597-2025","2025-01-09 11:21:03","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Nad Al Hamar","Unit","Flat","882000","137.96","137.96","2 B/R","G-41","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-598-2025","2025-01-09 10:40:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","981058","112.39","112.39","2 B/R","P1-30","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","DEZIRE RESIDENCES"
"13-60-2025","2025-01-02 15:21:00","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","DUBAI PRODUCTION CITY","Land","Commercial","103000000","4201.31","4201.31","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-600-2025","2025-01-09 12:21:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","736880","66.23","66.23","1 B/R","P4-38","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-601-2025","2025-01-09 10:44:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","487500","68.35","68.35","1 B/R","P2-127","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Corner"
"13-602-2025","2025-01-09 11:50:27","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Ghadeer Al tair","Land","Residential","300000","1424.85","1424.85","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-603-2025","2025-01-09 11:37:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1150000","174.8","174.8","","","","","","0","0","","DAMAC HILLS (2) - ZINNIA "
"13-604-2025","2025-01-09 13:20:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","400000","98.3","98.3","1 B/R","G-1356","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"13-605-2025","2025-01-09 11:15:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","898880","98.87","98.87","2 B/R","G-39","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Star Hotel Apartments"
"13-606-2025","2025-01-09 10:37:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","527028","32.32","32.32","Studio","B2-47","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 24"
"13-607-2025","2025-01-09 10:40:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","479864","45.22","45.22","Studio","B1-49","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 31"
"13-608-2025","2025-01-09 12:55:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1102400","47.14","47.14","Studio","B3-21","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","","MARINA STAR"
"13-609-2025","2025-01-09 11:18:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","1260000","221.38","221.38","3 B/R","PG-1380, PG-1381","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-61-2025","2025-01-02 13:05:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2840070","113.98","113.98","2 B/R","B3-3177","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ADDRESS DUBAI OPERA"
